,type,numNodes,numEdges,sampnodes,sampedges,Samplingrate,ActualDensity,SampledDensity,ActualCommunitysize,SampledCommunitysize,actualmodularity,sampledmodularity,Lcommsize_act1,Lcommsize_samp1,Lcommsize_act2,Lcommsize_samp2,Lcommsize_act3,Lcommsize_samp3,Clustcoeff_act,Clustcoeff_samp,diameter_act,diameter_samp,ks_deg,pval_deg,ks_cc,pval_cc,ks_pg,pval_pg
290,RE,2498,468562,2493,281137,0.599999573,592.7940503,356.1981567,23,30,0.238835141,0.239035532,631,629,627,626,626,625,0.395084539,0.299388328,4,4,0.167659198,0,0.266712976,0,0.007590509,0.99999967
291,RE,2498,468562,2494,281137,0.599999573,592.7940503,356.0968858,23,32,0.238835141,0.238343731,631,634,627,628,626,626,0.395084539,0.299626157,4,4,0.166551525,0,0.269968299,0,0.009491796,0.999871645
292,RE,2498,468562,2496,281137,0.599999573,592.7940503,356.0504587,23,37,0.238835141,0.237491608,631,628,627,628,626,622,0.395084539,0.29951238,4,5,0.166744614,0,0.269440082,0,0.007452436,0.999999822
293,RE,2498,468562,2497,281137,0.599999573,592.7940503,355.9516686,23,37,0.238835141,0.239006549,631,629,627,627,626,623,0.395084539,0.299310072,4,5,0.16964152,0,0.275474322,0,0.006638711,0.999999998
294,RE,2498,468562,2493,281137,0.599999573,592.7940503,356.6320646,23,33,0.238835141,0.238858387,631,631,627,628,626,621,0.395084539,0.299960287,4,5,0.166497578,0,0.274343371,0,0.007467185,0.999999811
295,RE,2498,468562,2496,281137,0.599999573,592.7940503,356.3124287,23,41,0.238835141,0.238742679,631,631,627,626,626,624,0.395084539,0.299552981,4,4,0.167948461,0,0.269664585,0,0.006429182,1
296,RE,2498,468562,2495,281137,0.599999573,592.7940503,356.5675057,23,38,0.238835141,0.237304837,631,631,627,626,626,625,0.395084539,0.300116604,4,5,0.167451637,0,0.265252333,0,0.007384665,0.999999871
297,RE,2498,468562,2495,281137,0.599999573,592.7940503,356.3718245,23,34,0.238835141,0.238457665,631,629,627,628,626,623,0.395084539,0.300387301,4,5,0.169437835,0,0.260924846,0,0.006508935,0.999999999
298,RE,2498,468562,2492,281137,0.599999573,592.7940503,356.1362089,23,32,0.238835141,0.238393605,631,629,627,627,626,622,0.395084539,0.298724333,4,4,0.168363583,0,0.2614642,0,0.00704962,0.999999977
299,RE,2498,468562,2498,281137,0.599999573,592.7940503,355.587769,23,42,0.238835141,0.239600614,631,628,627,627,626,626,0.395084539,0.299527841,4,5,0.168134508,0,0.271557837,0,0.008006405,0.9999982
300,RE,2498,468562,2495,281137,0.599999573,592.7940503,356.544,23,35,0.238835141,0.239206493,631,629,627,626,626,623,0.395084539,0.299885856,4,5,0.165924002,0,0.271051015,0,0.005922814,1
301,RE,2498,468562,2495,281137,0.599999573,592.7940503,355.70771,23,34,0.238835141,0.238833755,631,629,627,628,626,624,0.395084539,0.299365486,4,5,0.167029174,0,0.272222844,0,0.006597502,0.999999999
302,RE,2498,468562,2497,327993,0.699999146,592.7940503,415.0232019,23,29,0.238835141,0.239353955,631,628,627,628,626,628,0.395084539,0.330260924,4,5,0.118780006,9.99E-16,0.176457371,0,0.006637268,0.999999998
303,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.2694064,23,32,0.238835141,0.238186747,631,630,627,626,626,623,0.395084539,0.33103339,4,4,0.120896717,3.33E-16,0.170597012,0,0.005604484,1
304,RE,2498,468562,2497,327993,0.699999146,592.7940503,415.2812859,23,29,0.238835141,0.239062026,631,632,627,624,626,622,0.395084539,0.330633332,4,4,0.119180487,7.77E-16,0.172070366,0,0.005860996,1
305,RE,2498,468562,2496,327993,0.699999146,592.7940503,415.3522727,23,29,0.238835141,0.237742215,631,632,627,628,626,624,0.395084539,0.330308958,4,5,0.118662558,1.11E-15,0.175576863,0,0.007407529,0.999999855
306,RE,2498,468562,2497,327993,0.699999146,592.7940503,415.6940639,23,28,0.238835141,0.23866573,631,634,627,629,626,628,0.395084539,0.331174244,4,4,0.119978883,4.44E-16,0.172697249,0,0.006937228,0.999999988
307,RE,2498,468562,2495,327993,0.699999146,592.7940503,415.739819,23,30,0.238835141,0.238010034,631,631,627,630,626,623,0.395084539,0.330508021,4,4,0.119356888,6.66E-16,0.170436652,0,0.006305004,1
308,RE,2498,468562,2496,327993,0.699999146,592.7940503,415.997735,23,29,0.238835141,0.238642082,631,629,627,629,626,623,0.395084539,0.330942246,4,5,0.118326713,1.33E-15,0.173388958,0,0.006132791,1
309,RE,2498,468562,2497,327993,0.699999146,592.7940503,416.1850117,23,30,0.238835141,0.238307953,631,628,627,627,626,626,0.395084539,0.331341817,4,4,0.119580967,6.66E-16,0.166909886,0,0.005868371,1
310,RE,2498,468562,2497,327993,0.699999146,592.7940503,415.7767549,23,27,0.238835141,0.238601968,631,630,627,629,626,623,0.395084539,0.331149747,4,4,0.117209987,2.55E-15,0.168397018,0,0.006123601,1
311,RE,2498,468562,2496,327993,0.699999146,592.7940503,415.4282434,23,29,0.238835141,0.238785267,631,632,627,629,626,624,0.395084539,0.330878082,4,4,0.119454538,6.66E-16,0.174475234,0,0.009329579,0.999910743
312,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.141542,23,29,0.238835141,0.239193156,631,629,627,628,626,623,0.395084539,0.330495893,4,4,0.117694155,1.89E-15,0.173283902,0,0.006805444,0.999999994
313,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.2379863,23,34,0.238835141,0.238469064,631,629,627,628,626,625,0.395084539,0.330890688,4,4,0.119695757,5.55E-16,0.171938055,0,0.006004804,1
314,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.1570621,23,31,0.238835141,0.23875609,631,631,627,629,626,622,0.395084539,0.330491332,4,5,0.118094476,1.44E-15,0.18087842,0,0.006004804,1
315,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.2428078,23,33,0.238835141,0.238469601,631,630,627,628,626,628,0.395084539,0.330899151,4,5,0.119295436,7.77E-16,0.176386835,0,0.006004804,1
316,RE,2498,468562,2496,327993,0.699999146,592.7940503,415.4611048,23,28,0.238835141,0.238954574,631,629,627,629,626,624,0.395084539,0.33085607,4,5,0.119519333,6.66E-16,0.182172521,0,0.006239286,1
317,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.3800905,23,32,0.238835141,0.238510057,631,629,627,628,626,625,0.395084539,0.330878973,4,4,0.118494796,1.22E-15,0.173971079,0,0.006405124,1
318,RE,2498,468562,2496,327993,0.699999146,592.7940503,416.1895954,23,30,0.238835141,0.238769069,631,627,627,627,626,625,0.395084539,0.331102699,4,4,0.117874749,1.67E-15,0.173173968,0,0.005728942,1
319,RE,2498,468562,2497,327993,0.699999146,592.7940503,414.956422,23,29,0.238835141,0.239846602,631,631,627,631,626,628,0.395084539,0.330675336,4,4,0.117593314,2.00E-15,0.170777532,0,0.006126647,1
320,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.3333333,23,35,0.238835141,0.238968894,631,633,627,629,626,627,0.395084539,0.330195812,4,5,0.118094476,1.44E-15,0.181933916,0,0.007205765,0.999999946
321,RE,2498,468562,2498,327993,0.699999146,592.7940503,415.2964245,23,29,0.238835141,0.237707883,631,633,627,628,626,627,0.395084539,0.330402292,4,4,0.118094476,1.44E-15,0.173330116,0,0.006405124,1
322,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.6795455,23,27,0.238835141,0.238730758,631,628,627,627,626,626,0.395084539,0.356987928,4,4,0.076360969,9.47E-07,0.105539714,1.69E-12,0.006777388,0.999999995
323,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.3885057,23,24,0.238835141,0.239144877,631,629,627,627,626,625,0.395084539,0.357019102,4,5,0.077160647,6.97E-07,0.107311606,6.65E-13,0.005815145,1
324,RE,2498,468562,2496,374849,0.799998719,592.7940503,474.3105446,23,28,0.238835141,0.239001155,631,630,627,627,626,623,0.395084539,0.357008191,4,5,0.076650744,8.50E-07,0.107388947,6.49E-13,0.006143055,1
325,RE,2498,468562,2498,374849,0.799998719,592.7940503,474.4482759,23,31,0.238835141,0.238220453,631,632,627,628,626,626,0.395084539,0.356959946,4,5,0.074859888,1.67E-06,0.103652473,4.59E-12,0.005204163,1
326,RE,2498,468562,2498,374849,0.799998719,592.7940503,474.7119816,23,27,0.238835141,0.23831138,631,629,627,628,626,626,0.395084539,0.356823733,4,5,0.075260208,1.43E-06,0.100843484,1.92E-11,0.006004804,1
327,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.7667436,23,26,0.238835141,0.238767982,631,628,627,627,626,626,0.395084539,0.357154023,4,4,0.076760487,8.13E-07,0.110658532,1.07E-13,0.005868371,1
328,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.6082949,23,28,0.238835141,0.238044083,631,628,627,628,626,623,0.395084539,0.356929504,4,4,0.075960488,1.10E-06,0.112985804,2.94E-14,0.005815145,1
329,RE,2498,468562,2497,374849,0.799998719,592.7940503,473.8985006,23,29,0.238835141,0.238631278,631,632,627,629,626,624,0.395084539,0.356722301,4,4,0.077161769,6.97E-07,0.112661417,3.51E-14,0.006172659,1
330,RE,2498,468562,2498,374849,0.799998719,592.7940503,474.5045249,23,28,0.238835141,0.238761902,631,628,627,628,626,627,0.395084539,0.35708766,4,4,0.076461169,9.09E-07,0.10420845,3.40E-12,0.006004804,1
331,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.9101251,23,26,0.238835141,0.238540843,631,630,627,624,626,624,0.395084539,0.35723836,4,4,0.077561769,5.97E-07,0.107622897,5.53E-13,0.005683842,1
332,RE,2498,468562,2498,374849,0.799998719,592.7940503,474.4077892,23,27,0.238835141,0.238686725,631,628,627,628,626,628,0.395084539,0.356961347,4,4,0.076060849,1.06E-06,0.109362844,2.19E-13,0.005604484,1
333,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.4280783,23,29,0.238835141,0.238929719,631,627,627,627,626,626,0.395084539,0.357252001,4,5,0.075959205,1.10E-06,0.10059979,2.15E-11,0.00686813,0.999999992
334,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.2638889,23,28,0.238835141,0.238959581,631,626,627,626,626,624,0.395084539,0.356411398,4,5,0.076764014,8.12E-07,0.11300243,2.98E-14,0.005965686,1
335,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.5594564,23,25,0.238835141,0.239230201,631,634,627,629,626,625,0.395084539,0.356850853,4,4,0.074356642,2.01E-06,0.103758686,4.32E-12,0.005665726,1
336,RE,2498,468562,2496,374849,0.799998719,592.7940503,474.7425287,23,25,0.238835141,0.238387018,631,632,627,632,626,627,0.395084539,0.356604795,4,4,0.075455236,1.34E-06,0.105258413,1.99E-12,0.005948028,1
337,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.6262857,23,29,0.238835141,0.238907039,631,627,627,624,626,624,0.395084539,0.357127558,4,4,0.078363372,4.37E-07,0.105806164,1.51E-12,0.005504444,1
338,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.4357798,23,23,0.238835141,0.239137471,631,629,627,629,626,624,0.395084539,0.356691521,4,4,0.07756241,5.97E-07,0.108210366,4.08E-13,0.006271577,1
339,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.2786885,23,24,0.238835141,0.238193348,631,630,627,629,626,629,0.395084539,0.356941786,4,4,0.075958564,1.10E-06,0.10544554,1.78E-12,0.00583775,1
340,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.4054983,23,28,0.238835141,0.238745779,631,628,627,627,626,626,0.395084539,0.35643681,4,4,0.076355678,9.49E-07,0.106862746,8.50E-13,0.005177069,1
341,RE,2498,468562,2497,374849,0.799998719,592.7940503,474.5293441,23,26,0.238835141,0.23821719,631,628,627,627,626,625,0.395084539,0.3568107,4,4,0.075960488,1.10E-06,0.103695072,4.47E-12,0.00511759,1
342,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.708046,23,26,0.238835141,0.238706902,631,630,627,628,626,626,0.395084539,0.378472871,4,4,0.038030424,0.053946484,0.051084307,0.002966331,0.006004804,1
343,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.6210046,23,27,0.238835141,0.23886165,631,631,627,628,626,625,0.395084539,0.378187647,4,4,0.040432346,0.033691,0.044336858,0.0147817,0.005204163,1
344,RE,2498,468562,2497,421705,0.899998293,592.7940503,533.1890034,23,25,0.238835141,0.238867402,631,628,627,628,626,625,0.395084539,0.378086726,4,5,0.039515794,0.040489926,0.04560127,0.01117473,0.004980677,1
345,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.6215596,23,24,0.238835141,0.238544434,631,631,627,626,626,625,0.395084539,0.378368323,4,4,0.040032026,0.036513929,0.050188374,0.003724965,0.004803843,1
346,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.612684,23,24,0.238835141,0.239012629,631,631,627,627,626,626,0.395084539,0.37838902,4,4,0.040432346,0.033691,0.045561725,0.011228902,0.005604484,1
347,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.4183908,23,26,0.238835141,0.238805354,631,629,627,628,626,626,0.395084539,0.37816123,4,4,0.039631705,0.039541704,0.05316877,0.001722026,0.005604484,1
348,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.8425926,23,24,0.238835141,0.238870293,631,628,627,628,626,626,0.395084539,0.378232186,4,4,0.041232986,0.028614167,0.042051263,0.024220583,0.004403523,1
349,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.8814139,23,26,0.238835141,0.238699645,631,629,627,628,626,625,0.395084539,0.378004904,4,4,0.039631705,0.039541704,0.050874201,0.003133313,0.005204163,1
350,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.8762887,23,23,0.238835141,0.238536239,631,630,627,628,626,626,0.395084539,0.378418965,4,4,0.042834267,0.020442883,0.047966855,0.006403902,0.007205765,0.999999946
351,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.4256293,23,24,0.238835141,0.239124879,631,632,627,629,626,625,0.395084539,0.37793756,4,4,0.040832666,0.031061427,0.04845815,0.005682926,0.004403523,1
352,RE,2498,468562,2497,421705,0.899998293,592.7940503,533.7429538,23,24,0.238835141,0.23856324,631,632,627,629,626,626,0.395084539,0.378409718,4,4,0.039516114,0.040487363,0.048140688,0.006156564,0.005078151,1
353,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.2164948,23,26,0.238835141,0.238957226,631,629,627,627,626,627,0.395084539,0.377938722,4,4,0.040432346,0.033691,0.048279659,0.005947158,0.005604484,1
354,RE,2498,468562,2497,421705,0.899998293,592.7940503,533.4161916,23,23,0.238835141,0.23867321,631,630,627,630,626,625,0.395084539,0.378178842,4,4,0.040316755,0.034513802,0.051030375,0.003007388,0.005478632,1
355,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.4896552,23,23,0.238835141,0.23907271,631,629,627,626,626,626,0.395084539,0.378040894,4,4,0.040832666,0.031061427,0.048201971,0.006059469,0.005604484,1
356,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.7841561,23,25,0.238835141,0.238874629,631,630,627,626,626,624,0.395084539,0.378401641,4,4,0.039631705,0.039541704,0.047540221,0.007089617,0.006004804,1
357,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.6444954,23,27,0.238835141,0.238737792,631,628,627,628,626,622,0.395084539,0.377981079,4,4,0.039631705,0.039541704,0.049805177,0.004093648,0.004803843,1
358,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.7701149,23,26,0.238835141,0.238452926,631,630,627,626,626,626,0.395084539,0.378136242,4,4,0.039231385,0.042786256,0.046738939,0.008561088,0.005204163,1
359,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.6609393,23,26,0.238835141,0.238421202,631,629,627,628,626,624,0.395084539,0.378507559,4,4,0.038430745,0.049975624,0.04979972,0.004099206,0.004803843,1
360,RE,2498,468562,2497,421705,0.899998293,592.7940503,533.5881684,23,23,0.238835141,0.238964692,631,629,627,628,626,627,0.395084539,0.378020152,4,4,0.038314673,0.051137628,0.053549355,0.00155598,0.005816588,1
361,RE,2498,468562,2498,421705,0.899998293,592.7940503,533.3549133,23,25,0.238835141,0.238692641,631,631,627,628,626,626,0.395084539,0.378011654,4,4,0.041633307,0.02633862,0.049298468,0.004651597,0.005204163,1
362,RE,3000,674775,2958,67477,0.099999259,697.6058537,70.61857708,11,225,0.239306301,0.22678341,752,756,750,712,750,677,0.38530543,0.062773489,4,6,0.665617985,0,0.955916935,0,0.018655172,0.67780127
363,RE,3000,674775,2967,67477,0.099999259,697.6058537,70.55913978,11,234,0.239306301,0.225126252,752,757,750,706,750,669,0.38530543,0.062718512,4,6,0.668872936,0,0.949815459,0,0.01749208,0.751392422
364,RE,3000,674775,2956,67477,0.099999259,697.6058537,70.86032389,11,232,0.239306301,0.227625102,752,757,750,704,750,636,0.38530543,0.062817235,4,7,0.663575101,0,0.953466854,0,0.01722553,0.768946049
365,RE,3000,674775,2952,67477,0.099999259,697.6058537,70.31976167,11,209,0.239306301,0.225805223,752,759,750,709,750,659,0.38530543,0.062687879,4,7,0.669482385,0,0.951746792,0,0.018720867,0.674155323
366,RE,3000,674775,2959,67477,0.099999259,697.6058537,70.9284995,11,217,0.239306301,0.227189705,752,756,750,717,750,702,0.38530543,0.063382411,4,6,0.667679058,0,0.946248427,0,0.016204236,0.828937011
367,RE,3000,674775,2952,67477,0.099999259,697.6058537,70.94747082,11,200,0.239306301,0.226906925,752,760,750,716,750,667,0.38530543,0.062557441,4,6,0.66801355,0,0.947852821,0,0.019444444,0.627104199
368,RE,3000,674775,2961,67477,0.099999259,697.6058537,70.23260248,11,201,0.239306301,0.229633346,752,764,750,737,750,687,0.38530543,0.061865141,4,6,0.667406619,0,0.94842806,0,0.019994259,0.590564968
369,RE,3000,674775,2961,67477,0.099999259,697.6058537,70.50642928,11,221,0.239306301,0.23063767,752,759,750,702,750,670,0.38530543,0.062325049,4,6,0.670016211,0,0.954198402,0,0.016876731,0.789699756
370,RE,3000,674775,2953,67477,0.099999259,697.6058537,70.6986987,11,200,0.239306301,0.228369132,752,753,750,720,750,706,0.38530543,0.06322866,4,7,0.666693984,0,0.95004677,0,0.019200361,0.642863498
371,RE,3000,674775,2961,67477,0.099999259,697.6058537,70.18091451,11,209,0.239306301,0.229382843,752,743,750,723,750,695,0.38530543,0.061845685,4,7,0.666638973,0,0.95141904,0,0.017560284,0.747675269
372,RE,3000,674775,2959,67477,0.099999259,697.6058537,70.31620553,11,222,0.239306301,0.230435207,752,760,750,680,750,679,0.38530543,0.062137329,4,7,0.667030078,0,0.951213242,0,0.021703053,0.484256413
373,RE,3000,674775,2964,67477,0.099999259,697.6058537,70.58627451,11,216,0.239306301,0.22968857,752,765,750,724,750,698,0.38530543,0.06204383,4,6,0.670118758,0,0.950178009,0,0.015133603,0.884301498
374,RE,3000,674775,2958,67477,0.099999259,697.6058537,70.8729064,11,230,0.239306301,0.224422157,752,741,750,711,750,680,0.38530543,0.062704563,4,7,0.669795132,0,0.95484998,0,0.017117647,0.775378545
375,RE,3000,674775,2947,67477,0.099999259,697.6058537,70.40935673,11,223,0.239306301,0.228685617,752,757,750,688,750,676,0.38530543,0.06250594,4,6,0.666820269,0,0.951980283,0,0.02679301,0.236238463
376,RE,3000,674775,2957,67477,0.099999259,697.6058537,70.47912525,11,201,0.239306301,0.225703135,752,749,750,712,750,682,0.38530543,0.062154869,4,6,0.667658438,0,0.951720239,0,0.016660918,0.802857398
377,RE,3000,674775,2954,67477,0.099999259,697.6058537,70.6502947,11,212,0.239306301,0.228861883,752,757,750,721,750,678,0.38530543,0.062269839,4,7,0.668083503,0,0.959129628,0,0.020810427,0.539488482
378,RE,3000,674775,2968,67477,0.099999259,697.6058537,70.43682664,11,226,0.239306301,0.226880789,752,760,750,716,750,683,0.38530543,0.061921853,4,7,0.667896676,0,0.95427796,0,0.016295597,0.823084286
379,RE,3000,674775,2957,67477,0.099999259,697.6058537,70.84675835,11,214,0.239306301,0.228494167,752,778,750,689,750,682,0.38530543,0.06263174,4,6,0.667173712,0,0.951436925,0,0.01663702,0.804260917
380,RE,3000,674775,2955,67477,0.099999259,697.6058537,70.77788746,11,227,0.239306301,0.223394156,752,781,750,690,750,672,0.38530543,0.062376244,4,6,0.666087986,0,0.953869411,0,0.024209814,0.347417822
381,RE,3000,674775,2965,67477,0.099999259,697.6058537,70.62801932,11,221,0.239306301,0.230399475,752,789,750,707,750,696,0.38530543,0.062164495,4,6,0.668211917,0,0.948280132,0,0.013521641,0.947985489
382,RE,3000,674775,2984,134955,0.2,697.6058537,140.4885496,11,106,0.239306301,0.236403525,752,765,750,738,750,735,0.38530543,0.119588601,4,5,0.501138517,0,0.866856261,0,0.009570152,0.999167765
383,RE,3000,674775,2988,134955,0.2,697.6058537,140.6731141,11,105,0.239306301,0.237050816,752,759,750,736,750,735,0.38530543,0.120258479,4,5,0.500356091,0,0.859508275,0,0.007756359,0.999990611
384,RE,3000,674775,2988,134955,0.2,697.6058537,140.1553212,11,108,0.239306301,0.239435598,752,753,750,739,750,726,0.38530543,0.118847656,4,6,0.502364123,0,0.869618253,0,0.009429719,0.999351541
385,RE,3000,674775,2985,134955,0.2,697.6058537,140.4641434,11,111,0.239306301,0.236997277,752,761,750,736,750,734,0.38530543,0.119811581,4,6,0.50320938,0,0.867198208,0,0.009855946,0.998646227
386,RE,3000,674775,2986,134955,0.2,697.6058537,140.5566219,11,97,0.239306301,0.238223717,752,758,750,743,750,728,0.38530543,0.119783626,4,5,0.503665997,0,0.864690933,0,0.010670685,0.995645082
387,RE,3000,674775,2988,134955,0.2,697.6058537,140.0490677,11,126,0.239306301,0.235805869,752,757,750,728,750,717,0.38530543,0.118593737,4,5,0.502825971,0,0.867799223,0,0.010823293,0.994729992
388,RE,3000,674775,2985,134955,0.2,697.6058537,140.6092843,11,106,0.239306301,0.236556917,752,757,750,753,750,735,0.38530543,0.119449174,4,6,0.504549414,0,0.866369455,0,0.010331658,0.997228417
389,RE,3000,674775,2987,134955,0.2,697.6058537,140.479272,11,113,0.239306301,0.235660478,752,759,750,743,750,720,0.38530543,0.119293371,4,6,0.500774802,0,0.863684998,0,0.009384221,0.999405417
390,RE,3000,674775,2987,134955,0.2,697.6058537,140.4371373,11,113,0.239306301,0.237128824,752,762,750,745,750,724,0.38530543,0.11890292,4,5,0.50058364,0,0.866366031,0,0.009720455,0.998915388
391,RE,3000,674775,2986,134955,0.2,697.6058537,139.9412916,11,111,0.239306301,0.237729132,752,759,750,738,750,735,0.38530543,0.118872442,4,5,0.502251395,0,0.861162984,0,0.010906899,0.994189768
392,RE,3000,674775,2988,134955,0.2,697.6058537,140.3761194,11,106,0.239306301,0.238100737,752,756,750,747,750,730,0.38530543,0.11933688,4,6,0.501025435,0,0.867988947,0,0.009900937,0.998538755
393,RE,3000,674775,2984,134955,0.2,697.6058537,140.4775828,11,114,0.239306301,0.239173263,752,768,750,731,750,724,0.38530543,0.119910021,4,5,0.503996425,0,0.869819212,0,0.011915996,0.983663907
394,RE,3000,674775,2987,134955,0.2,697.6058537,139.7853751,11,103,0.239306301,0.237489432,752,756,750,742,750,730,0.38530543,0.118715327,4,5,0.501970316,0,0.873294589,0,0.009211695,0.99957481
395,RE,3000,674775,2985,134955,0.2,697.6058537,140.0753221,11,107,0.239306301,0.239515752,752,759,750,734,750,721,0.38530543,0.118759488,4,6,0.501155779,0,0.868622199,0,0.009931323,0.998472497
396,RE,3000,674775,2990,134955,0.2,697.6058537,140.481409,11,113,0.239306301,0.235682026,752,758,750,742,750,739,0.38530543,0.119343408,4,5,0.500569677,0,0.866350932,0,0.011754738,0.98581681
397,RE,3000,674775,2986,134955,0.2,697.6058537,140.2382813,11,118,0.239306301,0.237765715,752,755,750,748,750,723,0.38530543,0.119200147,4,6,0.501401429,0,0.86445431,0,0.00958205,0.99914759
398,RE,3000,674775,2981,134955,0.2,697.6058537,140.6568047,11,110,0.239306301,0.236573979,752,748,750,737,750,734,0.38530543,0.119502218,4,6,0.50534541,0,0.864184994,0,0.015808901,0.848971958
399,RE,3000,674775,2986,134955,0.2,697.6058537,140.3033268,11,123,0.239306301,0.237713963,752,756,750,736,750,716,0.38530543,0.119515377,4,5,0.501066533,0,0.862379437,0,0.008636303,0.999881157
400,RE,3000,674775,2985,134955,0.2,697.6058537,140.5082765,11,103,0.239306301,0.236069366,752,757,750,739,750,728,0.38530543,0.119527486,4,5,0.500938023,0,0.865828731,0,0.009187605,0.999596153
401,RE,3000,674775,2983,134955,0.2,697.6058537,140.0740019,11,97,0.239306301,0.238111362,752,771,750,739,750,716,0.38530543,0.118805417,4,5,0.502948598,0,0.873803768,0,0.014175215,0.924590079
402,RE,3000,674775,2996,202432,0.299999259,697.6058537,210.2993062,11,74,0.239306301,0.236038506,752,754,750,742,750,742,0.38530543,0.170959723,4,5,0.389101914,0,0.721163258,0,0.009333333,0.999453001
403,RE,3000,674775,2991,202431,0.299997777,697.6058537,209.7184751,11,63,0.239306301,0.238694638,752,761,750,749,750,737,0.38530543,0.170193479,4,5,0.389480441,0,0.716138489,0,0.009881645,0.998577564
404,RE,3000,674775,2994,202431,0.299997777,697.6058537,209.4336283,11,63,0.239306301,0.238881305,752,755,750,752,750,742,0.38530543,0.170105625,4,5,0.389234469,0,0.72372887,0,0.008316633,0.999947291
405,RE,3000,674775,2995,202431,0.299997777,697.6058537,210.0859375,11,74,0.239306301,0.237340152,752,755,750,755,750,743,0.38530543,0.17057514,4,5,0.387374513,0,0.722881806,0,0.009506956,0.999245153
406,RE,3000,674775,2991,202431,0.299997777,697.6058537,209.651751,11,65,0.239306301,0.238155246,752,760,750,742,750,734,0.38530543,0.17039214,4,5,0.387721498,0,0.719852887,0,0.009359077,0.999429703
407,RE,3000,674775,2991,202431,0.299997777,697.6058537,210.0038948,11,75,0.239306301,0.238710061,752,759,750,747,750,732,0.38530543,0.1703971,4,5,0.384697426,0,0.723191975,0,0.010877633,0.994357172
408,RE,3000,674775,2995,202431,0.299997777,697.6058537,209.7391304,11,71,0.239306301,0.238504946,752,762,750,745,750,740,0.38530543,0.171180773,4,5,0.389027824,0,0.724674992,0,0.007123539,0.99999918
409,RE,3000,674775,2994,202431,0.299997777,697.6058537,210.0116167,11,82,0.239306301,0.236961156,752,757,750,746,750,743,0.38530543,0.170542028,4,6,0.387249833,0,0.719080361,0,0.012579158,0.971686442
410,RE,3000,674775,2996,202431,0.299997777,697.6058537,210.4371373,11,74,0.239306301,0.237953007,752,755,750,744,750,739,0.38530543,0.17082888,4,5,0.385430352,0,0.717064909,0,0.007417891,0.999997213
411,RE,3000,674775,2994,202431,0.299997777,697.6058537,210.1709234,11,76,0.239306301,0.238067016,752,755,750,745,750,732,0.38530543,0.170532667,4,5,0.387244489,0,0.724823123,0,0.009667335,0.998999683
412,RE,3000,674775,2993,202431,0.299997777,697.6058537,210.0520733,11,76,0.239306301,0.238343403,752,763,750,745,750,741,0.38530543,0.17066529,4,5,0.38829324,0,0.714350049,0,0.009123288,0.999641311
413,RE,3000,674775,2992,202431,0.299997777,697.6058537,210.3634578,11,70,0.239306301,0.238199815,752,752,750,748,750,740,0.38530543,0.171244729,4,5,0.388113191,0,0.715367427,0,0.007742424,0.999990967
414,RE,3000,674775,2998,202431,0.299997777,697.6058537,209.8376812,11,74,0.239306301,0.238603085,752,767,750,744,750,736,0.38530543,0.17013205,4,5,0.387856349,0,0.726886039,0,0.009034023,0.999699987
415,RE,3000,674775,2991,202431,0.299997777,697.6058537,209.8495661,11,55,0.239306301,0.237996846,752,754,750,753,750,748,0.38530543,0.170182757,4,5,0.387539619,0,0.720109699,0,0.009300903,0.999490012
416,RE,3000,674775,2993,202431,0.299997777,697.6058537,210.2726388,11,70,0.239306301,0.239320979,752,756,750,753,750,740,0.38530543,0.170215817,4,6,0.387509634,0,0.717799334,0,0.007810781,0.999988599
